"","Observed"
"110",-3.22975284911432
"111",-1.300321962077
"112",-0.788873662450324
"113",-2.49526225811941
"114",0.38822487551511
"115",-3.17043942301801
"116",-3.28013026867975
"117",-0.304344466618006
"118",-2.01875737005131
"119",-3.8648824618948
"120",-3.25235157492707
"121",-4.36858242614752
"122",-0.960143683696671
"123",1.32029848271903
"124",-2.54236362712689
"125",-2.1361925797704
"126",-4.93573804429328
"127",2.6615348869195
"128",-2.28631475112816
"129",1.69485231567207
"130",-2.61083496349112
"131",0.108861729324367
"132",-0.315873301367372
"133",-0.142442314030541
"134",-0.281446515920968
"135",-0.196669941099667
"136",0.514277817336953
"137",-2.73650471663223
"138",1.77396098286192
"139",3.3337109162717
"140",-0.910402640245158
"141",0.0690934833432601
"142",1.56611630124873
"143",-1.87745895224941
"144",-0.949607435280178
"145",-1.22312463305804
"146",3.81302363447687
"147",-0.54342733648585
"148",-1.84866873352044
"149",1.0401193717868
"150",0.478810322116088
"151",-2.21214185569094
"152",-4.22023120656185
"153",-0.509284888500263
"154",-0.753020780108821
"155",-1.06675156255874
"156",-0.449858378519112
"157",1.83062554734181
"158",0.361565284225035
"159",-2.03941332837359
"160",-1.83479322421244
"161",-0.3561624390901
"162",-1.22883002149199
"163",2.32820005200719
"164",-1.16124526761571
"165",-1.07236866005141
"166",0.0470353974748601
"167",-0.903175877138504
"168",3.41156304141257
"169",-0.185104972093181
"170",-3.4960058611874
"171",-0.918704403698339
"172",-1.63778018068208
"173",0.112953486994933
"174",-0.285334834165197
"175",0.048392593243367
"176",-2.34845658378181
"177",-0.401999243456994
"178",0.989290085068878
"179",1.33359610358486
"180",-0.537878092455062
"181",2.15016830918062
"182",-0.976272177873384
"183",0.804878559369145
"184",-1.97955405540005
"185",-2.77552429235165
"186",-0.315872032824605
"187",-0.35251172509519
"188",2.49617720160629
"189",-1.07132998527365
"190",1.94551558069117
"191",-2.03600152928669
"192",2.56730718727379
"193",-2.79919919986888
"194",-2.55257911642843
"195",0.68534722591717
"196",0.955170247567302
"197",3.94572088878047
"198",-1.7790171035673
"199",-0.53027306224463
"200",-0.730435124872138
"201",-0.597741703081614
"202",-2.27079961588531
"203",1.82588849333141
"204",-1.84205521425429
"205",-0.167577189518573
"206",3.78446233560183
"207",3.05584553736507
"208",2.96427310554296
"209",4.22641300189454
"210",-4.60830796841475
"211",0.48141661892224
"212",0.344841391326439
"213",0.254124796235748
"214",-1.16128046249298
"215",-0.283546712880058
"216",1.82310369799662
"217",4.07570938321877
"218",-1.90059224540214
"219",-2.62910290964333
"220",2.55125795266694
"221",0.274895297076461
"222",-1.67020984981225
"223",2.03402357499495
"224",0.239217981960331
"225",4.97181650201863
"226",2.66107937567254
"227",1.93185496098877
"228",2.93501941996634
"229",2.47027166512555
"230",3.62135157562146
"231",1.26231598409112
"232",4.38744079794948
"233",-2.9648864151232
"234",-2.83396147710466
"235",-0.0123618848442246
"236",-3.00549171078054
"237",1.22880999050945
"238",-2.60080323420798
"239",1.1677287357534
"240",-0.168789064710383
"241",1.91235977936439
"242",-0.882570364918949
"243",-1.11172451288277
"244",5.7924455785869
"245",3.85650101635668
"246",1.39047611099474
"247",-1.17092778213717
"248",2.35014245078215
"249",1.8331593819871
"250",0.0278327318299194
"251",1.96768618322314
"252",-0.422504946548344
"253",1.82589840645319
"254",-1.67621226695169
"255",2.62083161886213
"256",-3.8857930281197
"257",2.62332948133124
"258",-0.814695045322968
"259",-0.249982666798753
"260",0.200268938255192
"261",2.27825375758757
"262",2.26675547247116
"263",-0.0782007754418238
"264",-5.22073033577368
"265",1.54987924560396
"266",0.845000537905384
"267",0.0363887568911241
"268",-0.329477912303714
"269",4.08970769716391
"270",5.92595446872846
"271",0.0590313288260216
"272",1.22229569497773
"273",-1.82016475143116
"274",-1.57625843332493
"275",-0.362683512103778
"276",-0.0301448724030089
"277",-0.33245219958546
"278",1.66392474168539
"279",-1.65123247718505
"280",0.23425573204057
"281",0.617642368537872
"282",-0.270556276013141
"283",2.40559654513737
"284",2.23513371745954
"285",2.40691288570428
"286",2.00938106579743
"287",-0.340264145131928
"288",-1.47909808642086
"289",2.85182073836811
"290",-0.541569379201092
"291",2.64542930036841
"292",1.54572432586237
"293",1.66986259557186
"294",-1.76469913249031
"295",0.934861556004802
"296",-0.591368611355134
"297",1.87581784440564
"298",1.44735058531125
"299",-0.826849271057787
"300",5.32619087691599
"301",0.146164926195654
"302",0.299103952322827
"303",0.641893286967579
"304",-0.609163790138156
"305",-0.0382441873422578
"306",0.469891017553365
"307",-0.875924598125978
"308",4.57804002943829
"309",-0.173340607602973
"310",1.64860729663413
"311",1.35303021517702
"312",4.31476186334642
"313",0.24724196797621
"314",0.855468657436218
"315",3.21382444880253
"316",0.122463572400748
"317",1.34149639163924
"318",-4.17057527252773
"319",0.526932814037177
"320",2.23483031758329
"321",-0.810590299605067
"322",-2.12368413235451
"323",-0.607070104824996
"324",-1.64486134216593
"325",2.30884675228186
"326",-0.714376067452085
"327",2.40572039751988
"328",1.26960572889314
"329",2.21389189100173
"330",-0.198667897274029
"331",-0.429981729532382
"332",-1.52561293090275
"333",-0.501942415402518
"334",0.875367582069507
"335",2.48835485070315
"336",1.90849961859838
"337",0.93999196791096
"338",1.09316416968523
"339",0.668713839232471
"340",0.119223860297609
"341",-1.27229826267627
"342",-0.605192678223416
"343",-0.0134343313025393
"344",2.17380354382177
"345",3.10001678847401
"346",1.00145970333208
"347",1.72369192223817
"348",-1.33682917785106
"349",1.66622424748481
"350",2.26877656940765
"351",-0.153860261703184
"352",-1.61768483346029
"353",3.94102626928534
"354",-0.630784213440608
"355",-0.759504753916688
"356",5.91779907133423
"357",1.71097684348708
"358",0.791341933423622
"359",-0.0625359127105011
"360",1.77294911924499
"361",-1.22479753201833
"362",1.6586291857613
"363",3.48933601583622
"364",1.27151502288748
"365",1.72691868899818
"366",1.33905212408951
"367",1.24182464571822
"368",1.98413985196166
"369",2.03539021766709
"370",0.204907181485061
"371",4.96515244802878
"372",-2.56836744223537
"373",3.44739508716328
"374",1.9242568466312
"375",2.93118789114765
"376",1.25996794553064
"377",3.43786542992594
"378",2.21956928506309
"379",1.63935466840378
"380",0.324009920206209
"381",3.39636593195194
"382",3.37163212888203
"383",6.75032501676315
"384",2.08888455555392
"385",-0.500460103830801
"386",0.510346164644187
"387",3.22925146394453
"388",-0.44362759522776
"389",1.14118540655232
"390",3.01830747217104
"391",2.72630365846348
"392",2.60417017226575
"393",2.62078469199898
"394",1.87474595292093
"395",0.605825533964528
"396",4.35333657694663
"397",2.08149988531312
"398",0.649798847445691
"399",2.51692637330436
"400",1.90930507572213
"401",1.30747950955524
"402",4.83138939519013
"403",4.63040441264516
"404",-0.0380158242635484
"405",2.46788122270087
"406",4.03294322112094
"407",2.37914973412332
"408",0.0445234647587945
"409",0.472155207717369
"410",2.36075753305011
"411",-1.76633963454518
"412",-0.53440452514116
"413",1.75706838990359
"414",-0.73749916253657
"415",0.271413819108399
"416",0.235211738517135
"417",1.02849606155856
"418",1.56628191872354
"419",2.1112078324362
"420",0.979266705791246
"421",0.531769596856618
"422",5.34609310997824
"423",-1.12871502064897
"424",1.80336545965463
"425",3.9199162057713
"426",-2.23510130832136
"427",-2.34610070906737
"428",1.87658840266831
"429",3.66641251374189
"430",-0.847094079471285
"431",0.184806760937522
"432",0.455882357123198
"433",1.47157377602426
"434",1.98744415671192
"435",2.57512540816101
"436",-0.5053711076925
"437",0.411623092746467
"438",0.27531357497774
"439",-0.937512357978195
"440",1.8345507947745
"441",1.13234380122132
"442",-0.403431312350033
"443",-0.0207792827221085
"444",1.93464682532491
"445",3.06548708020574
"446",1.96060301640877
"447",-1.07919839120196
"448",2.8937648461311
"449",2.5688203970615
"450",0.236398319976442
"451",3.41146090235313
"452",-2.80889249728507
"453",-0.547336138099303
"454",3.31839469021966
"455",0.442263055204697
"456",2.78648436966575
"457",-0.268537925648448
"458",1.12948135265309
"459",-3.44675182752028
"460",1.10654117264226
"461",-1.25416008219455
"462",-1.64976756278947
"463",-0.390585278181391
"464",-1.16086960142763
"465",1.57876469912397
"466",0.807948344923586
"467",3.83706845201155
"468",-0.350092120974348
"469",-0.564669528032314
"470",1.23817974026274
"471",3.92960823852946
"472",1.90251298730115
"473",-0.473843891657552
"474",-0.0961994655671223
"475",-2.84117833471482
"476",0.532809132932884
"477",-0.72139188213413
"478",2.31932716948703
"479",2.39483259212255
"480",2.27170656359262
"481",1.14015718789033
"482",3.05039156330354
"483",-1.34996730552269
"484",-1.48331736500797
"485",0.703156823361835
"486",-1.53092566522607
"487",4.05356928990804
"488",0.413318513239249
"489",-1.8208041324671
"490",2.07469626517904
"491",2.36707102443666
"492",-0.958888180280544
"493",4.7824561594405
"494",-1.10799557866828
"495",4.5130652346963
"496",-0.582359517942747
"497",-0.181075915183218
"498",0.670850389813644
"499",1.26870306781658
"500",0.425445672336118
"501",3.01822728886579
"502",2.77879389254904
"503",0.149647013481099
"504",1.74029654185717
"505",-1.97096597212074
"506",1.84893022076831
"507",3.16884701049222
"508",-3.39839889086885
"509",0.151277148861434
"510",-0.7196699087108
"511",1.32338932313774
"512",-2.01635253101421
"513",0.416506000000997
"514",-0.528017959548366
"515",1.2149517834638
"516",0.908721224372859
"517",-0.739111252739681
"518",0.362723260738009
"519",3.45548473347062
"520",0.142937167117397
"521",1.21821124735275
"522",3.66414834075206
"523",0.0543328205931555
"524",-0.343605057426581
"525",3.11807105117782
"526",-0.131526368228622
"527",0.0535423249507169
"528",-1.85624515513308
"529",-0.832234142024282
"530",1.31892572946417
"531",-1.96810486386109
"532",0.998500217737304
"533",-0.268344350083432
"534",0.952986797527907
"535",-2.46889099760176
"536",3.00848307593105
"537",-0.400473779991658
"538",-1.34398372075804
"539",4.0933114768676
"540",5.19683194908379
"541",0.600412598765612
"542",-0.82229862300338
"543",-1.21528191311455
"544",0.767137534127562
"545",1.46931864646752
"546",-4.00794283112664
"547",-0.684696973291888
"548",-0.0801717666516154
"549",1.61183271660666
"550",1.00716748259765
"551",-0.741673007925471
"552",-1.05701955875586
"553",-2.13415843782046
"554",2.75086457528595
"555",-0.282778771402508
"556",3.51047002494972
"557",-1.47004624727801
"558",0.613260051956045
"559",-2.37806761627915
"560",1.24921716126159
"561",0.304320591404207
"562",3.16010074639779
"563",-0.761722703777301
"564",1.84149673030359
"565",-0.611468354675762
"566",1.00935146699232
"567",2.69257357199081
"568",3.00836695434089
"569",3.29995414145097
"570",-0.271856858659633
"571",-1.70042039339357
"572",-0.848019099625783
"573",2.37943768834518
"574",1.24365398987783
"575",3.32796915358214
"576",-0.0858782866135833
"577",0.584238782899539
"578",0.410706526427913
"579",-1.41985458196719
"580",3.45554462930804
"581",2.18706169884982
"582",0.617894257193953
"583",2.72140084474462
"584",4.09965587476865
"585",0.935250749280929
"586",-1.61651804325442
"587",0.893406605556086
"588",-1.39485942363571
"589",-1.63504797574736
"590",0.127630347546102
"591",2.22397528779438
"592",-1.19103262422991
"593",2.93744988013004
"594",0.861245709139546
"595",1.06529561725703
"596",-0.335270088078989
"597",-0.175909293255733
"598",4.755372024263
"599",3.34332649351043
"600",0.209178599967116
"601",0.191132119371603
"602",2.61526298273901
"603",-1.29716842427488
"604",1.34320863277909
"605",2.28068902778941
"606",0.741652037417334
"607",4.35407975998653
"608",-0.770908001638045
"609",5.24183730644356
"610",2.44833775689989
"611",-0.3124360887457
"612",1.56550829563708
"613",-0.815727075120713
"614",2.28973724074626
"615",-2.02357390174612
"616",-6.43655478091983
"617",-0.587045957605765
"618",-0.229829289970588
"619",0.794342248267142
"620",3.74539785431426
"621",2.73377133448163
"622",-3.20227805821212
"623",-0.320117455936883
"624",3.70879678684354
"625",-2.96470449826098
"626",1.79168648328523
"627",1.3020142707448
"628",1.11385206825107
"629",3.72264889111354
"630",4.8359879760768
"631",-1.37032547128426
"632",2.57328501018762
"633",2.38555286855005
"634",-2.7753611645441
"635",0.834735964242191
"636",-1.45428070070533
"637",1.45796904334622
"638",-1.43249533433291
"639",-0.0655409207900117
"640",0.646882936715708
"641",2.51234261584221
"642",-3.42321685678031
"643",1.95379039691736
"644",4.29413364267675
"645",-2.20337211863958
"646",-3.16122022738185
"647",2.30593040569912
"648",4.38412969394108
"649",3.17404900988012
"650",4.23911380377702
"651",1.47211153688877
"652",2.43057991797672
"653",3.73775871106157
"654",0.351229547762117
"655",1.11337943011736
"656",3.47191694118107
"657",3.8135872107409
"658",0.428640854217165
"659",-0.416660059274225
"660",-0.88492491856457
"661",-0.772991831252264
"662",0.883413651075843
"663",-1.72850054296964
"664",-2.16065496620064
"665",-0.936777594942075
"666",0.679317266213766
"667",0.954351562384543
"668",-0.396990811420303
"669",1.30731333367784
"670",-2.33833769614215
"671",5.26277860380678
"672",0.953068212800222
"673",-0.13166436715418
"674",-2.76573598296315
"675",0.800725726761535
"676",-0.0916882821655179
"677",-2.32528021839595
"678",-0.169834797390952
"679",3.877411940847
"680",0.338541812028458
"681",4.97460181260347
"682",0.812306370128008
"683",-0.853786648099271
"684",3.70457889564506
"685",1.79501806441953
"686",1.56499087413224
"687",2.55296347208427
"688",-1.23494228954142
"689",4.52362627362082
"690",-2.42039823468449
"691",-0.70807662783592
"692",2.42098649645254
"693",7.11556593915647
"694",3.63889229926529
"695",-2.38726976128474
"696",-0.469196670364677
"697",3.18898458687744
"698",4.80066320197583
"699",3.07197117451612
"700",3.28648136134716
"701",1.41774133567734
"702",0.584282151594695
"703",1.70907578076037
"704",0.198175914669065
"705",3.54145712144715
"706",1.97475848162144
"707",1.83189122484069
"708",5.0884897669884
"709",2.05768087874564
"710",-1.00977178875778
"711",4.10930350384026
"712",0.33366108238045
"713",0.0686450272722408
"714",3.28268403915138
"715",0.691352756106263
"716",0.449668561875369
"717",1.7931640957104
"718",4.42687808668999
"719",4.35145891850685
"720",1.79617697417319
"721",0.291456333119143
"722",2.09196360119621
"723",-1.00784044997972
"724",1.05425976464786
"725",1.14594516467251
"726",1.17885902349916
"727",2.94377675319047
"728",1.68287055173505
"729",2.93446338915686
"730",-0.601449841611534
"731",-0.439450007623126
"732",-2.94217425183563
"733",1.8183545437256
"734",-0.371081702198696
"735",2.91847097595861
"736",3.11589310427046
"737",1.35425848515273
"738",1.80562276326012
"739",2.45034574890484
"740",1.98204867767677
"741",1.72719965386759
"742",1.53522302893003
"743",-0.0579026163605096
"744",2.42175334046277
"745",3.35215952348222
"746",4.53400360075716
"747",2.06106683505179
"748",2.24098594214472
"749",-1.09867054957004
"750",0.417105207408186
"751",-1.47078943819589
"752",-0.987661049017432
"753",-1.97619923694642
"754",-0.607331186408858
"755",-3.36042877731747
"756",-0.371803380476138
"757",3.86172827294019
"758",0.960841643630218
"759",1.81592740634626
"760",-0.198900177964097
"761",-0.389127144596299
"762",1.20744242287719
"763",5.69966174400607
"764",3.39381879060026
"765",1.46524775000732
"766",-1.61397242796558
"767",-2.94922898236129
"768",2.60347775095303
"769",3.69053952693475
"770",1.80066330225504
"771",3.29443734776239
"772",0.438589487710595
"773",2.24721643464964
"774",0.914558362057947
"775",0.206107562969409
"776",5.41514219833608
"777",-0.310149709424265
"778",-2.24692643825957
"779",0.643374895999468
"780",-1.57666368709314
"781",-0.55577685288496
"782",2.15484332661156
"783",-0.303894246285057
"784",0.0130241581691426
"785",-0.151198997393291
"786",1.30782715009455
"787",4.7717032002807
"788",3.16484176773137
"789",-2.46058348547514
"790",-0.415984341327756
"791",0.416770979254732
"792",3.26753355606164
"793",5.42523158313504
"794",0.350620609064412
"795",5.07463986571751
"796",2.93331819256074
"797",1.58290114065129
"798",1.23527511468878
"799",-2.07981047784338
"800",0.614244866935384
"801",1.82484815755413
"802",3.07346164610347
"803",4.51951478734521
"804",2.57924316246355
"805",4.04972306059651
"806",2.8168360656919
"807",3.1297801724841
"808",-2.22816100595755
"809",3.60393610406586
"810",-0.199708744555487
"811",-1.22077847734655
"812",-0.835144565801827
"813",0.651647456908536
"814",4.91581140549886
"815",3.58749578148656
"816",1.45600028611398
"817",3.60365941962671
"818",2.84078222008035
"819",-0.392929290773365
"820",1.63669881656443
"821",1.99726405418802
"822",1.39492946903467
"823",3.27606814955623
"824",2.91177403905795
"825",0.0690376259103907
"826",-0.963767731199469
"827",-0.866913269148957
"828",-0.473059251361483
"829",2.51537840277183
"830",-1.87105880470078
"831",2.52510160339525
"832",4.45318303067021
"833",3.28516830847551
"834",5.38782020376333
"835",1.96635616435041
"836",7.1946039215058
"837",1.7094822720179
"838",2.49825818733708
"839",1.75838823639399
"840",0.632917583046392
"841",2.66931590942707
"842",5.04110889672135
"843",-1.40255299602535
"844",4.77670951806542
"845",3.79483681533097
"846",2.46004058354024
"847",3.03046043402784
"848",1.30392592358912
"849",1.80566899420409
"850",3.36081743726694
"851",6.10664938612898
"852",1.34368346082984
"853",1.92080048268262
"854",2.58966192451046
"855",2.9888958117916
"856",2.42920537633874
"857",3.7600683574379
"858",-0.749906205828228
"859",3.18524300259079
"860",1.74097101284533
"861",3.9686456131578
"862",2.94084428270548
"863",1.00509199669688
"864",3.15178364449369
"865",-1.53412152695261
"866",2.52321985144965
"867",-0.232957931966658
"868",1.69803481393753
"869",1.1920962733316
"870",2.07729244192887
"871",0.776624113559669
"872",0.800286324593061
"873",4.30099213820584
"874",4.07570129692797
"875",2.16694507959425
"876",3.98374940817654
"877",0.0861886654237702
"878",2.49116207940048
"879",1.06300237565468
"880",2.42619868866278
"881",2.32989059193627
"882",2.30759368749404
"883",2.28530209045741
"884",4.48399311261184
"885",-1.51300126533986
"886",2.83514064649858
"887",2.15402574749784
"888",2.40528018185143
"889",4.16661085499297
"890",0.957535868805758
"891",1.77652124851634
"892",2.2053448730037
"893",0.668705683072452
"894",3.78425213824097
"895",0.945914643963645
"896",4.71551906118342
"897",2.12909109141861
"898",3.03931949718003
"899",3.50242507911801
"900",1.39970054224348
"901",1.17318793813361
"902",1.74816795430432
"903",4.52196133238594
"904",3.42297838562995
"905",2.34513000678723
"906",-2.36882577282339
"907",-3.06634937707626
"908",4.05397595383132
"909",4.76864478659426
"910",-0.665055253289411
"911",1.92469702258008
"912",4.07778346000058
"913",0.186993225380068
"914",-0.157858997128448
"915",-0.942293222700251
"916",3.72421992101681
"917",-0.854864123541225
"918",2.9648410276038
"919",2.09866872775311
"920",1.901140336611
"921",1.87088791781705
"922",0.958951859176932
"923",5.02107621905504
"924",3.99036249650376
"925",1.00822726389388
"926",2.65995943173481
"927",1.53521798076422
"928",4.8101655349288
"929",4.85532366923127
"930",0.675877740303547
"931",-1.84123445490955
"932",6.09681908005749
"933",-1.05235720214498
"934",0.601609853912757
"935",0.73848320095925
"936",1.3773291731249
"937",-3.19175871716934
"938",1.84696501201446
"939",1.94935880715403
"940",1.34498493559658
"941",-0.0814201137940967
"942",2.41310620997809
"943",4.30762552103858
"944",2.27758185353217
"945",0.848690370960531
"946",0.769030458456635
"947",1.04436050858121
"948",4.24932906824392
"949",2.81156987190151
"950",3.37922841680221
"951",1.55969822966971
"952",5.2123710887954
"953",2.34342614851337
"954",2.18806532071531
"955",5.68345277904745
"956",3.34048116470317
"957",0.532785732826522
"958",3.18031640047322
"959",2.19971719946991
"960",2.06452291875402
"961",2.71033589254152
"962",1.24059469130319
"963",2.32973305992052
"964",-0.707763493391435
"965",3.35895621399265
"966",0.557006843785183
"967",1.28130386199182
"968",1.40545889093035
"969",3.1484097290333
"970",1.32491305045335
"971",4.25494156656883
"972",0.232660179734653
"973",0.912101685549775
"974",3.02683298325154
"975",0.866473552128828
"976",0.542176368380351
"977",-0.852326750224233
"978",0.597643143521995
"979",3.56414276188658
"980",5.96357683978503
"981",5.47093593642678
"982",2.51296644053536
"983",2.62308900105768
"984",-2.41868912229536
"985",2.26689449276504
"986",4.703750639281
"987",1.06738239902769
"988",3.46317473391447
"989",1.70830011334179
"990",4.47816721077173
"991",0.366815038220064
"992",3.34206693919982
"993",-0.655015428998833
"994",2.92154226654735
"995",1.68002191146881
"996",3.08799151748013
"997",-1.67296796740045
"998",1.42294205126911
"999",3.71090050241616
"1000",2.11923718700925
"1001",0.301871162139827
"1002",3.33419262922697
"1003",-1.89821422635787
"1004",-1.59421207998136
"1005",-0.0396018008528605
"1006",-2.19785257954135
"1007",-1.50062291927977
"1008",-3.28470615498476
"1009",2.07335845826238
"1010",-0.3443296565415
"1011",2.051908726142
"1012",3.16856753905716
"1013",0.857565338184406
"1014",1.28190103231691
"1015",2.59248605475414
"1016",0.244799284006059
"1017",0.137531497987547
"1018",5.97110773507062
"1019",1.19253172914531
"1020",0.480667918462963
"1021",0.806416639822798
"1022",-0.739144860266265
"1023",-0.523402204308925
"1024",-0.207893678111122
"1025",-1.48456853319671
"1026",1.11781100342617
"1027",2.19634558409586
"1028",1.93072939599428
"1029",1.31812702326482
"1030",-1.45111410600607
"1031",0.873752855277588
"1032",1.27670824058816
"1033",0.862969606241213
"1034",-0.284430092524234
"1035",2.3663102535623
"1036",0.47489812285389
"1037",4.20559853548543
"1038",1.9840880964783
"1039",0.0213072402935319
"1040",4.00011627385182
"1041",-4.49248199461289
"1042",1.01976050275391
"1043",0.161064320010144
"1044",2.79446793303855
"1045",3.00733874846576
"1046",0.996061663120214
"1047",4.08673856768891
"1048",5.22144518350837
"1049",2.03604604312356
"1050",-0.222352127386565
"1051",4.14872532685492
"1052",3.73090494857583
"1053",2.72971492148944
"1054",-0.0326598722553319
"1055",1.43287271221028
"1056",2.18225061200878
"1057",3.11900080957515
"1058",3.45123878082954
"1059",0.0671602211191347
"1060",3.2168602409965
"1061",-0.578100108644035
"1062",0.378892106780867
"1063",-0.195777546353367
"1064",-1.24084691498979
"1065",1.26245519187819
"1066",6.19515985758311
"1067",1.35363238547065
"1068",2.88871701399933
"1069",0.999834220723233
"1070",-0.228667206365546
"1071",1.3534366396275
"1072",1.11288477358649
"1073",2.87864248326793
"1074",1.58097100816879
"1075",1.09462471721495
"1076",0.653651678904386
"1077",3.92006882554244
"1078",6.47670891376374
"1079",3.1579590911196
"1080",0.67822024349326
"1081",0.0246758257304498
"1082",1.09524034193178
"1083",2.16923206830683
"1084",2.43864522694689
"1085",0.525453476962343
"1086",3.31541934371776
"1087",2.84289689943752
"1088",6.38537160478859
"1089",0.786876080483102
"1090",5.19411463540747
"1091",-1.17790984364943
"1092",0.0878331030113974
"1093",1.10608186454734
"1094",5.04194422167509
"1095",3.59909656941832
"1096",0.283749032585516
"1097",-0.589437106749376
"1098",2.9621783375811
"1099",1.06978623708959
"1100",3.42921025289738
"1101",0.905350379205522
"1102",5.86670704292369
"1103",1.93224613716493
"1104",-1.84808297596048
"1105",5.16703008107153
"1106",-2.4158917061619
"1107",-1.14364656561813
"1108",3.44606974996147
"1109",-0.431547382258334
"1110",0.679724859834604
"1111",0.723783662682899
"1112",3.45709294548476
"1113",2.59311794444213
"1114",0.322302278659606
"1115",1.089481381119
"1116",-3.78790113710117
"1117",5.12865338338779
"1118",0.778309023468624
"1119",2.47250807503105
"1120",4.35296972696764
"1121",2.01939608304617
"1122",2.21477767647058
"1123",-0.720834923429898
"1124",0.573261707275312
"1125",0.215593443800931
"1126",2.20521815790284
"1127",2.35429716416279
"1128",3.76200617220229
"1129",-0.225092089843884
"1130",0.437446429408791
"1131",1.98724367644354
"1132",0.757322480021211
"1133",1.72447093306446
"1134",-0.0673560952857195
"1135",3.99792464439362
"1136",1.00112437474119
"1137",6.36032121596769
"1138",-0.947212230859294
"1139",1.65504592506382
"1140",2.29411683612595
"1141",3.87950615934598
"1142",0.0702018807080951
"1143",1.99683068148152
"1144",-2.59701142614035
"1145",3.64939979575742
"1146",0.956597257435322
"1147",2.57344920930523
"1148",5.66240142214271
"1149",0.376387927767158
"1150",6.19900830011126
"1151",2.35708256571925
"1152",3.05189738997755
"1153",5.54005767974791
"1154",5.58604223105305
"1155",2.79237041903182
"1156",0.0652785599568642
"1157",0.779633571802253
"1158",-0.58806432552872
"1159",2.65112721102119
"1160",3.57554005280778
"1161",2.3987372233747
"1162",1.63435205338685
"1163",4.12158749366684
"1164",1.20731283099879
"1165",3.46084480452276
"1166",5.24259170617919
"1167",4.50507486580359
"1168",-0.15015863414642
"1169",1.66025169155384
"1170",6.08208605954599
"1171",2.94877886257516
"1172",-0.156453634333214
"1173",3.22290814313245
"1174",2.20148066115741
"1175",5.36746426689948
"1176",1.62363041324821
"1177",3.44398836128834
"1178",1.20543045987676
"1179",1.44767680677495
"1180",-0.224458602955479
"1181",2.19483919558896
"1182",1.65343940563832
"1183",8.27296079010122
"1184",6.43799495295829
"1185",2.8538976709783
"1186",1.73386757390405
"1187",3.62908505179318
"1188",2.67790979802442
"1189",2.07755284023986
"1190",0.272012913073007
"1191",-1.49413359671713
"1192",5.78391401248418
"1193",1.60975329204623
"1194",3.40423040856899
"1195",0.0490612686342051
"1196",1.2061511836889
"1197",3.81696069250146
"1198",3.4643168032615
"1199",5.10170477354638
"1200",0.495923716748068
"1201",2.11698569652434
"1202",1.63879449493974
"1203",0.0202026617548048
"1204",3.12956121915597
"1205",5.09580592339572
"1206",2.61313278573404
"1207",0.87640413853672
"1208",3.63959184435062
"1209",0.427288508432601
"1210",4.35535548370334
"1211",4.86068384307367
"1212",0.706429986765687
